"seconds","M_10006","average","SE"
-2,-4.34461252307851,-4.34461252307851,NA
-1.99,-4.36001334750333,-4.36001334750333,NA
-1.98,-4.37542197032947,-4.37542197032947,NA
-1.97,-4.39081093701212,-4.39081093701212,NA
-1.96,-4.40612693436816,-4.40612693436816,NA
-1.95,-4.42129128728495,-4.42129128728495,NA
-1.94,-4.43620100098034,-4.43620100098034,NA
-1.93,-4.45073033463804,-4.45073033463804,NA
-1.92,-4.46473288511878,-4.46473288511878,NA
-1.91,-4.47804414930869,-4.47804414930869,NA
-1.9,-4.49048452415748,-4.49048452415748,NA
-1.89,-4.50186269438005,-4.50186269438005,NA
-1.88,-4.51197935179713,-4.51197935179713,NA
-1.87,-4.52063118386278,-4.52063118386278,NA
-1.86,-4.52761506422888,-4.52761506422888,NA
-1.85,-4.53273237500388,-4.53273237500388,NA
-1.84,-4.53579338491966,-4.53579338491966,NA
-1.83,-4.53662160701737,-4.53662160701737,NA
-1.82,-4.53505805939995,-4.53505805939995,NA
-1.81,-4.53096535266165,-4.53096535266165,NA
-1.8,-4.52423153046934,-4.52423153046934,NA
-1.79,-4.51477359167057,-4.51477359167057,NA
-1.78,-4.50254062628938,-4.50254062628938,NA
-1.77,-4.48751650478008,-4.48751650478008,NA
-1.76,-4.46972206760931,-4.46972206760931,NA
-1.75,-4.44921677118031,-4.44921677118031,NA
-1.74,-4.42609975395892,-4.42609975395892,NA
-1.73,-4.4005102919823,-4.4005102919823,NA
-1.72,-4.37262762207657,-4.37262762207657,NA
-1.71,-4.34267012469094,-4.34267012469094,NA
-1.7,-4.31089386865105,-4.31089386865105,NA
-1.69,-4.27759052964066,-4.27759052964066,NA
-1.68,-4.24308470413071,-4.24308470413071,NA
-1.67,-4.207730649407,-4.207730649407,NA
-1.66,-4.17190849332712,-4.17190849332712,NA
-1.65,-4.13601996480406,-4.13601996480406,NA
-1.64,-4.10048370246414,-4.10048370246414,NA
-1.63,-4.06573020727214,-4.06573020727214,NA
-1.62,-4.03219650980254,-4.03219650980254,NA
-1.61,-4.00032063025594,-4.00032063025594,NA
-1.6,-3.97053591417495,-3.97053591417495,NA
-1.59,-3.94326532630646,-3.94326532630646,NA
-1.58,-3.91891578605615,-3.91891578605615,NA
-1.57,-3.89787262832593,-3.89787262832593,NA
-1.56,-3.88049427213986,-3.88049427213986,NA
-1.55,-3.86710717926441,-3.86710717926441,NA
-1.54,-3.85800118139922,-3.85800118139922,NA
-1.53,-3.85342524779573,-3.85342524779573,NA
-1.52,-3.85358375894321,-3.85358375894321,NA
-1.51,-3.8586333444062,-3.8586333444062,NA
-1.5,-3.86868033393542,-3.86868033393542,NA
-1.49,-3.88377886311269,-3.88377886311269,NA
-1.48,-3.90392966511333,-3.90392966511333,NA
-1.47,-3.92907957011219,-3.92907957011219,NA
-1.46,-3.95912172384045,-3.95912172384045,NA
-1.45,-3.99389652360485,-3.99389652360485,NA
-1.44,-4.03319325879414,-4.03319325879414,NA
-1.43,-4.07675243453711,-4.07675243453711,NA
-1.42,-4.12426874808675,-4.12426874808675,NA
-1.41,-4.17539467646032,-4.17539467646032,NA
-1.4,-4.22974462434006,-4.22974462434006,NA
-1.39,-4.28689957292448,-4.28689957292448,NA
-1.38,-4.34641216399963,-4.34641216399963,NA
-1.37,-4.40781214711232,-4.40781214711232,NA
-1.36,-4.470612111965,-4.470612111965,NA
-1.35,-4.53431342628994,-4.53431342628994,NA
-1.34,-4.59841229422158,-4.59841229422158,NA
-1.33,-4.66240584842083,-4.66240584842083,NA
-1.32,-4.72579819213322,-4.72579819213322,NA
-1.31,-4.78810630580521,-4.78810630580521,NA
-1.3,-4.84886573488977,-4.84886573488977,NA
-1.29,-4.90763598083469,-4.90763598083469,NA
-1.28,-4.96400552160702,-4.96400552160702,NA
-1.27,-5.0175963950539,-5.0175963950539,NA
-1.26,-5.06806828581018,-5.06806828581018,NA
-1.25,-5.11512206371532,-5.11512206371532,NA
-1.24,-5.15850272955026,-5.15850272955026,NA
-1.23,-5.19800173216012,-5.19800173216012,NA
-1.22,-5.23345863258308,-5.23345863258308,NA
-1.21,-5.26476210085374,-5.26476210085374,NA
-1.2,-5.29185024087366,-5.29185024087366,NA
-1.19,-5.31471024978631,-5.31471024978631,NA
-1.18,-5.33337742650714,-5.33337742650714,NA
-1.17,-5.34793355202744,-5.34793355202744,NA
-1.16,-5.35850467341457,-5.35850467341457,NA
-1.15,-5.36525833392616,-5.36525833392616,NA
-1.14,-5.36840029930198,-5.36840029930198,NA
-1.13,-5.36817083861705,-5.36817083861705,NA
-1.12,-5.36484062164041,-5.36484062164041,NA
-1.11,-5.35870629700182,-5.35870629700182,NA
-1.1,-5.35008581923451,-5.35008581923451,NA
-1.09,-5.3393135971883,-5.3393135971883,NA
-1.08,-5.32673554043619,-5.32673554043619,NA
-1.07,-5.31270407879741,-5.31270407879741,NA
-1.06,-5.29757322772563,-5.29757322772563,NA
-1.05,-5.28169376908435,-5.28169376908435,NA
-1.04,-5.26540861435704,-5.26540861435704,NA
-1.03,-5.24904841283568,-5.24904841283568,NA
-1.02,-5.23292746132134,-5.23292746132134,NA
-1.01,-5.21733996707946,-5.21733996707946,NA
-1,-5.20255670784267,-5.20255670784267,NA
-0.99,-5.18882212492633,-5.18882212492633,NA
-0.98,-5.17635187892431,-5.17635187892431,NA
-0.97,-5.16533088991641,-5.16533088991641,NA
-0.96,-5.15591187670412,-5.15591187670412,NA
-0.95,-5.14821440231467,-5.14821440231467,NA
-0.94,-5.14232442274988,-5.14232442274988,NA
-0.93,-5.13829432565309,-5.13829432565309,NA
-0.92,-5.13614343897441,-5.13614343897441,NA
-0.91,-5.13585898389314,-5.13585898389314,NA
-0.9,-5.13739743704527,-5.13739743704527,NA
-0.89,-5.14068626261443,-5.14068626261443,NA
-0.88,-5.14562597260884,-5.14562597260884,NA
-0.87,-5.15209246943774,-5.15209246943774,NA
-0.86,-5.15993962294472,-5.15993962294472,NA
-0.85,-5.16900203008477,-5.16900203008477,NA
-0.84,-5.17909790256972,-5.17909790256972,NA
-0.83,-5.1900320264001,-5.1900320264001,NA
-0.82,-5.20159873861276,-5.20159873861276,NA
-0.81,-5.21358487147592,-5.21358487147592,NA
-0.8,-5.22577261780601,-5.22577261780601,NA
-0.79,-5.23794227213926,-5.23794227213926,NA
-0.78,-5.24987480594507,-5.24987480594507,NA
-0.77,-5.26135423850564,-5.26135423850564,NA
-0.76,-5.27216977166569,-5.27216977166569,NA
-0.75,-5.28211766297305,-5.28211766297305,NA
-0.74,-5.29100281674208,-5.29100281674208,NA
-0.73,-5.29864007930879,-5.29864007930879,NA
-0.72,-5.30485523185874,-5.30485523185874,NA
-0.71,-5.30948568048458,-5.30948568048458,NA
-0.7,-5.31238084760173,-5.31238084760173,NA
-0.69,-5.31340227485857,-5.31340227485857,NA
-0.68,-5.3124234526683,-5.3124234526683,NA
-0.67,-5.30932939716294,-5.30932939716294,NA
-0.66,-5.30401599943708,-5.30401599943708,NA
-0.65,-5.29638917467218,-5.29638917467218,NA
-0.64,-5.28636384408253,-5.28636384408253,NA
-0.63,-5.27386278665612,-5.27386278665612,NA
-0.62,-5.25881539880248,-5.25881539880248,NA
-0.61,-5.24115639906693,-5.24115639906693,NA
-0.6,-5.22082451281651,-5.22082451281651,NA
-0.59,-5.19776117181034,-5.19776117181034,NA
-0.58,-5.1719092658907,-5.1719092658907,NA
-0.57,-5.14321198253418,-5.14321198253418,NA
-0.56,-5.11161176669261,-5.11161176669261,NA
-0.55,-5.07704942947311,-5.07704942947311,NA
-0.54,-5.0394634288066,-5.0394634288066,NA
-0.53,-4.99878934245416,-4.99878934245416,NA
-0.52,-4.95495954852701,-4.95495954852701,NA
-0.51,-4.90790312453018,-4.90790312453018,NA
-0.5,-4.85754597185663,-4.85754597185663,NA
-0.49,-4.80381116616964,-4.80381116616964,NA
-0.48,-4.74661953068737,-4.74661953068737,NA
-0.47,-4.68589042521634,-4.68589042521634,NA
-0.46,-4.62154273632154,-4.62154273632154,NA
-0.45,-4.55349604979332,-4.55349604979332,NA
-0.44,-4.48167198579472,-4.48167198579472,NA
-0.43,-4.40599567424909,-4.40599567424909,NA
-0.42,-4.32639734350891,-4.32639734350891,NA
-0.41,-4.24281399075004,-4.24281399075004,NA
-0.4,-4.15519109904389,-4.15519109904389,NA
-0.39,-4.06348436642788,-4.06348436642788,NA
-0.38,-3.96766141558466,-3.96766141558466,NA
-0.37,-3.86770345385949,-3.86770345385949,NA
-0.36,-3.76360685173297,-3.76360685173297,NA
-0.35,-3.65538460687778,-3.65538460687778,NA
-0.34,-3.54306766270919,-3.54306766270919,NA
-0.33,-3.42670605343141,-3.42670605343141,NA
-0.32,-3.30636985188353,-3.30636985188353,NA
-0.31,-3.18214990265611,-3.18214990265611,NA
-0.3,-3.05415832593663,-3.05415832593663,NA
-0.29,-2.92252877655155,-2.92252877655155,NA
-0.28,-2.78741644451873,-2.78741644451873,NA
-0.27,-2.64899779040351,-2.64899779040351,NA
-0.26,-2.50747001658931,-2.50747001658931,NA
-0.25,-2.36305028082505,-2.36305028082505,NA
-0.24,-2.21597466244331,-2.21597466244331,NA
-0.23,-2.06649689438487,-2.06649689438487,NA
-0.22,-1.91488687498784,-1.91488687498784,NA
-0.21,-1.76142897854119,-1.76142897854119,NA
-0.2,-1.60642018839373,-1.60642018839373,NA
-0.19,-1.45016807818214,-1.45016807818214,NA
-0.18,-1.29298867009866,-1.29298867009866,NA
-0.17,-1.13520419991865,-1.13520419991865,NA
-0.16,-0.977140819616165,-0.977140819616165,NA
-0.15,-0.819126269914624,-0.819126269914624,NA
-0.14,-0.661487554476813,-0.661487554476813,NA
-0.13,-0.504548648018312,-0.504548648018312,NA
-0.12,-0.348628269105644,-0.348628269105644,NA
-0.11,-0.194037746705605,-0.194037746705605,NA
-0.0999999999999999,-0.041079008560981,-0.041079008560981,NA
-0.0899999999999999,0.109957284128468,0.109957284128468,NA
-0.0800000000000001,0.258793433185544,0.258793433185544,NA
-0.0700000000000001,0.405166210086102,0.405166210086102,NA
-0.0600000000000001,0.548828154809007,0.548828154809007,NA
-0.05,0.689548653704005,0.689548653704005,NA
-0.04,0.827114787674343,0.827114787674343,NA
-0.03,0.961331944727196,0.961331944727196,NA
-0.02,1.092024194698,1.092024194698,NA
-0.01,1.219034430666,1.219034430666,NA
0,1.34222428449683,1.34222428449683,NA
0.0100000000000002,1.46147382468537,1.46147382468537,NA
0.02,1.57668104774206,1.57668104774206,NA
0.0300000000000002,1.68776117776831,1.68776117776831,NA
0.04,1.79464579401197,1.79464579401197,NA
0.0499999999999998,1.89728180829769,1.89728180829769,NA
0.0600000000000001,1.99563031427895,1.99563031427895,NA
0.0699999999999998,2.08966533302098,2.08966533302098,NA
0.0800000000000001,2.17937248027235,2.17937248027235,NA
0.0899999999999999,2.26474758067211,2.26474758067211,NA
0.1,2.34579525415714,2.34579525415714,NA
0.11,2.42252750175339,2.42252750175339,NA
0.12,2.49496231627442,2.49496231627442,NA
0.13,2.56312234086558,2.56312234086558,NA
0.14,2.62703359900807,2.62703359900807,NA
0.15,2.68672431511795,2.68672431511795,NA
0.16,2.74222384231284,2.74222384231284,NA
0.17,2.79356171389251,2.79356171389251,NA
0.18,2.84076683278171,2.84076683278171,NA
0.19,2.88386681021128,2.88386681021128,NA
0.2,2.92288746151392,2.92288746151392,NA
0.21,2.95785246378329,2.95785246378329,NA
0.22,2.98878317650522,2.98878317650522,NA
0.23,3.01569862310308,3.01569862310308,NA
0.24,3.03861562902948,3.03861562902948,NA
0.25,3.05754910711077,3.05754910711077,NA
0.26,3.07251247775687,3.07251247775687,NA
0.27,3.0835182119587,3.0835182119587,NA
0.28,3.09057848307879,3.09057848307879,NA
0.29,3.09370591126174,3.09370591126174,NA
0.3,3.09291438271,3.09291438271,NA
0.31,3.08821992390996,3.08821992390996,NA
0.32,3.07964160977902,3.07964160977902,NA
0.33,3.06720248567517,3.06720248567517,NA
0.34,3.05093048222668,3.05093048222668,NA
0.35,3.03085930198841,3.03085930198841,NA
0.36,3.00702925791161,3.00702925791161,NA
0.37,2.97948804582909,2.97948804582909,NA
0.38,2.9482914350324,2.9482914350324,NA
0.39,2.91350386189292,2.91350386189292,NA
0.4,2.87519891292258,2.87519891292258,NA
0.41,2.83345968510218,2.83345968510218,NA
0.42,2.78837901443097,2.78837901443097,NA
0.43,2.74005956785702,2.74005956785702,NA
0.44,2.68861379749223,2.68861379749223,NA
0.45,2.6341637562604,2.6341637562604,NA
0.46,2.57684077687489,2.57684077687489,NA
0.47,2.51678501841573,2.51678501841573,NA
0.48,2.45414488701977,2.45414488701977,NA
0.49,2.38907634202349,2.38907634202349,NA
0.5,2.32174209862259,2.32174209862259,NA
0.51,2.25231073873419,2.25231073873419,NA
0.52,2.18095574725529,2.18095574725529,NA
0.53,2.10785449227517,2.10785449227517,NA
0.54,2.03318716719613,2.03318716719613,NA
0.55,1.95713571394067,1.95713571394067,NA
0.56,1.87988274634957,1.87988274634957,NA
0.57,1.80161049387091,1.80161049387091,NA
0.58,1.72249978461217,1.72249978461217,NA
0.59,1.64272908311257,1.64272908311257,NA
0.6,1.56247359815108,1.56247359815108,NA
0.61,1.48190447687935,1.48190447687935,NA
0.62,1.40118810164476,1.40118810164476,NA
0.63,1.32048550187211,1.32048550187211,NA
0.64,1.23995188826481,1.23995188826481,NA
0.65,1.15973631516426,1.15973631516426,NA
0.66,1.07998147448546,1.07998147448546,NA
0.67,1.00082362321058,1.00082362321058,NA
0.68,0.922392644452858,0.922392644452858,NA
0.69,0.844812237274221,0.844812237274221,NA
0.7,0.768200228693509,0.768200228693509,NA
0.71,0.692668999604453,0.692668999604453,NA
0.72,0.618326010469122,0.618326010469122,NA
0.73,0.545274409341252,0.545274409341252,NA
0.74,0.473613703678662,0.473613703678662,NA
0.75,0.403440479165372,0.403440479165372,NA
0.76,0.334849148282508,0.334849148282508,NA
0.77,0.267932708041224,0.267932708041224,NA
0.78,0.202783484382425,0.202783484382425,NA
0.79,0.139493839534445,0.139493839534445,NA
0.8,0.0781568197256453,0.0781568197256453,NA
0.81,0.018866722482476,0.018866722482476,NA
0.82,-0.03828043517584,-0.03828043517584,NA
0.83,-0.0931865659436,-0.0931865659436,NA
0.84,-0.145751295344474,-0.145751295344474,NA
0.85,-0.195871893107065,-0.195871893107065,NA
0.86,-0.243443366644292,-0.243443366644292,NA
0.87,-0.288358727515324,-0.288358727515324,NA
0.88,-0.330509435712176,-0.330509435712176,NA
0.89,-0.369786022964225,-0.369786022964225,NA
0.9,-0.406078895178905,-0.406078895178905,NA
0.91,-0.439279310514197,-0.439279310514197,NA
0.92,-0.469280525949614,-0.469280525949614,NA
0.93,-0.495979099686297,-0.495979099686297,NA
0.94,-0.519276333203618,-0.519276333203618,NA
0.95,-0.539079835893909,-0.539079835893909,NA
0.96,-0.555305191417652,-0.555305191417652,NA
0.97,-0.567877700903569,-0.567877700903569,NA
0.98,-0.576734176227965,-0.576734176227965,NA
0.99,-0.581824752701377,-0.581824752701377,NA
1,-0.583114688614205,-0.583114688614205,NA
1.01,-0.58058612073126,-0.58058612073126,NA
1.02,-0.574239745138854,-0.574239745138854,NA
1.03,-0.564096391509328,-0.564096391509328,NA
1.04,-0.550198458066538,-0.550198458066538,NA
1.05,-0.532611175977086,-0.532611175977086,NA
1.06,-0.511423673110507,-0.511423673110507,NA
1.07,-0.486749809286012,-0.486749809286012,NA
1.08,-0.458728756802347,-0.458728756802347,NA
1.09,-0.427525303656335,-0.427525303656335,NA
1.1,-0.393329860287957,-0.393329860287957,NA
1.11,-0.356358155006803,-0.356358155006803,NA
1.12,-0.316850609437203,-0.316850609437203,NA
1.13,-0.275071388556735,-0.275071388556735,NA
1.14,-0.231307124533924,-0.231307124533924,NA
1.15,-0.185865318640818,-0.185865318640818,NA
1.16,-0.139072429837929,-0.139072429837929,NA
1.17,-0.0912716622611977,-0.0912716622611977,NA
1.18,-0.0428204705114801,-0.0428204705114801,NA
1.19,0.00591219154734888,0.00591219154734888,NA
1.2,0.0545488508269233,0.0545488508269233,NA
1.21,0.102706693006148,0.102706693006148,NA
1.22,0.150000902754419,0.150000902754419,NA
1.23,0.196048125691663,0.196048125691663,NA
1.24,0.240470010309106,0.240470010309106,NA
1.25,0.282896786369884,0.282896786369884,NA
1.26,0.322970833442672,0.322970833442672,NA
1.27,0.360350193622461,0.360350193622461,NA
1.28,0.394711983004894,0.394711983004894,NA
1.29,0.425755654605224,0.425755654605224,NA
1.3,0.453206065032738,0.453206065032738,NA
1.31,0.476816301060013,0.476816301060013,NA
1.32,0.496370226717985,0.496370226717985,NA
1.33,0.511684715747844,0.511684715747844,NA
1.34,0.522611536787939,0.522611536787939,NA
1.35,0.529038858844068,0.529038858844068,NA
1.36,0.53089235101469,0.53089235101469,NA
1.37,0.528135859119935,0.528135859119935,NA
1.38,0.520771645977253,0.520771645977253,NA
1.39,0.508840187639964,0.508840187639964,NA
1.4,0.492419523677298,0.492419523677298,NA
1.41,0.471624167262056,0.471624167262056,NA
1.42,0.446603586138867,0.446603586138867,NA
1.43,0.41754026921552,0.41754026921552,NA
1.44,0.384647401104221,0.384647401104221,NA
1.45,0.348166173675387,0.348166173675387,NA
1.46,0.308362769753219,0.308362769753219,NA
1.47,0.265525056315423,0.265525056315423,NA
1.48,0.219959028711662,0.219959028711662,NA
1.49,0.171985052217987,0.171985052217987,NA
1.5,0.12193394863495,0.12193394863495,NA
1.51,0.0701429789506748,0.0701429789506748,NA
1.52,0.0169517763418465,0.0169517763418465,NA
1.53,-0.0373017153420585,-0.0373017153420585,NA
1.54,-0.0922852442574159,-0.0922852442574159,NA
1.55,-0.147676141512172,-0.147676141512172,NA
1.56,-0.203165047915217,-0.203165047915217,NA
1.57,-0.258459427163752,-0.258459427163752,NA
1.58,-0.313286817879121,-0.313286817879121,NA
1.59,-0.367397780783498,-0.367397780783498,NA
1.6,-0.420568503157863,-0.420568503157863,NA
1.61,-0.472603026690794,-0.472603026690794,NA
1.62,-0.523335069678149,-0.523335069678149,NA
1.63,-0.572629420114076,-0.572629420114076,NA
1.64,-0.620382882208092,-0.620382882208092,NA
1.65,-0.666524766168166,-0.666524766168166,NA
1.66,-0.711016915794161,-0.711016915794161,NA
1.67,-0.753853274380314,-0.753853274380314,NA
1.68,-0.795058997844391,-0.795058997844391,NA
1.69,-0.834689130127868,-0.834689130127868,NA
1.7,-0.872826860275861,-0.872826860275861,NA
1.71,-0.909581386623432,-0.909581386623432,NA
1.72,-0.945085422547173,-0.945085422547173,NA
1.73,-0.979492383194557,-0.979492383194557,NA
1.74,-1.01297329439822,-1.01297329439822,NA
1.75,-1.04571346739512,-1.04571346739512,NA
1.76,-1.07790898425586,-1.07790898425586,NA
1.77,-1.10976304250899,-1.10976304250899,NA
1.78,-1.14148221298908,-1.14148221298908,NA
1.79,-1.17327266621406,-1.17327266621406,NA
1.8,-1.20533641945045,-1.20533641945045,NA
1.81,-1.23786765638773,-1.23786765638773,NA
1.82,-1.27104917071581,-1.27104917071581,NA
1.83,-1.3050489825489,-1.3050489825489,NA
1.84,-1.34001717680065,-1.34001717680065,NA
1.85,-1.3760830090331,-1.3760830090331,NA
1.86,-1.41335231787144,-1.41335231787144,NA
1.87,-1.45190527702281,-1.45190527702281,NA
1.88,-1.49179451715645,-1.49179451715645,NA
1.89,-1.53304364387383,-1.53304364387383,NA
1.9,-1.57564617036611,-1.57564617036611,NA
1.91,-1.61956487957336,-1.61956487957336,NA
1.92,-1.6647316239366,-1.6647316239366,NA
1.93,-1.71104756644285,-1.71104756644285,NA
1.94,-1.758383862301,-1.758383862301,NA
1.95,-1.80658277095084,-1.80658277095084,NA
1.96,-1.85545918193688,-1.85545918193688,NA
1.97,-1.90480253266154,-1.90480253266154,NA
1.98,-1.95437909125215,-1.95437909125215,NA
1.99,-2.00393457710676,-2.00393457710676,NA
2,-2.05319708740933,-2.05319708740933,NA
